割付,№,県番号,地域分類,性別,年齢,年齢階層,性年代,q1,q2t,q3_1t,q3_2t,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q15b_6,q15b_7,q15b_8,q15b_9,q15b_10,q15b_11,q16.1,q16.2,q16.3,q16.4,q16.5,q16.6,q16.7,q16.0,q16_6t,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q19,q20,q21,q22,q23t,q24t,q25,q25_10t,q26,q26_8t,q27,q27_10t,q28,q29,q30,q31.1,q31.2,q31.3,q31.4,q31.5,q31.6,q31.7,q31.8,q31.0,q31_7t,q32,q33,q33_7t,回答開始日時,回答日時
Facebook非利用者,78,27,6,1,46,4,4,1,46,48,4,2,,2,2,,3,,5,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,5,5,4,5,2,5,27,1,3,3,0,,1,,3,,5,,1,3,4,0,1,0,0,0,0,0,0,0,,2,8,,2020/3/17 18:18,2020/3/17 18:21
Facebook利用者,79,13,3,1,46,4,4,1,46,48,9,1,6,1,2,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,4,5,4,5,5,5,2,13,1,7,3,0,,2,,1,,10,自営業,,,,,,,,,,,,0,,13,3,,2020/3/17 18:18,2020/3/17 18:22
Facebook非利用者,80,1,1,1,52,5,5,1,52,42,3,2,,2,2,,4,,4,,3,,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,2,4,2,2,2,4,4,1,2,3,1,2,12,4,,1,,1,,2,1,3,0,0,0,0,0,1,0,0,0,,4,5,,2020/3/17 18:18,2020/3/17 18:21
Facebook非利用者,82,20,5,1,49,4,4,1,49,45,9,2,,3,2,,3,,5,,4,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,5,4,4,4,1,1,20,2,3,3,0,,1,,5,,6,,1,1,2,0,0,0,0,0,1,0,0,0,,3,8,,2020/3/17 18:18,2020/3/17 18:22
Facebook非利用者,83,13,3,1,46,4,4,1,46,49,1,2,,1,3,,4,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,2,3,3,3,3,2,2,13,1,7,3,0,,1,,3,,5,,1,1,7,0,0,0,0,1,0,0,0,0,,3,6,,2020/3/17 18:18,2020/3/17 18:21
Facebook利用者,84,27,6,1,49,4,4,1,49,45,8,1,6,1,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,27,1,7,1,1,9,4,,2,,1,,1,1,8,1,0,0,0,1,0,0,0,0,,9,3,,2020/3/17 18:18,2020/3/17 18:29
Facebook非利用者,88,7,2,1,51,5,5,1,51,43,8,2,,2,3,,4,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,2,4,4,3,2,4,1,1,4,7,2,3,1,2,15,4,,1,,2,,1,5,4,0,0,0,0,0,1,0,0,0,,5,2,,2020/3/17 18:18,2020/3/17 18:30
Facebook非利用者,89,13,3,1,43,4,4,1,43,51,7,2,,2,2,,5,,4,,5,,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,5,1,4,4,5,5,4,3,13,1,7,3,0,,1,,2,,9,,,,,,,,,,,,,0,,3,6,,2020/3/17 18:18,2020/3/17 18:20
Facebook利用者,90,13,3,1,53,5,5,1,53,41,8,1,4,1,1,3,,,1,3,,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,5,5,5,5,5,5,5,13,2,9,1,2,18,4,,2,,3,,1,1,7,0,0,0,0,0,1,0,0,0,,7,5,,2020/3/17 18:18,2020/3/17 18:23
Facebook非利用者,91,43,9,1,56,5,5,1,56,38,12,2,,3,3,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,5,3,5,4,2,3,43,1,9,3,0,,2,,3,,1,,1,1,2,1,1,0,0,0,0,0,0,0,,3,1,,2020/3/17 18:18,2020/3/17 18:23
Facebook非利用者,92,10,3,1,46,4,4,1,46,49,1,2,,3,1,2,,,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,5,5,5,5,5,5,10,2,3,1,0,,3,,1,,4,,4,1,1,1,0,0,0,0,0,0,0,0,,4,2,,2020/3/17 18:18,2020/3/17 18:25
Facebook非利用者,94,8,3,1,45,4,4,1,45,49,12,2,,2,1,2,,,2,,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,2,1,1,3,1,2,8,2,7,3,0,,2,,1,,6,,1,1,7,0,0,0,0,0,1,0,0,0,,5,1,,2020/3/17 18:18,2020/3/17 18:21
Facebook利用者,95,28,6,1,55,5,5,1,55,39,5,1,3,1,2,,3,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,4,5,3,4,4,5,4,28,2,7,1,2,24,3,,2,,2,,1,1,8,1,0,0,0,1,0,0,0,0,,6,5,,2020/3/17 18:18,2020/3/17 18:24
Facebook非利用者,96,27,6,1,46,4,4,1,46,48,7,2,,3,3,,1,2,5,,1,2,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,4,3,3,4,4,4,27,2,7,1,0,,3,,3,,1,,1,1,4,1,0,0,0,1,0,0,0,0,,4,3,,2020/3/17 18:18,2020/3/17 18:21
Facebook利用者,98,13,3,1,51,5,5,1,51,44,3,1,4,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,1,1,4,1,3,2,1,4,13,1,7,2,0,,1,,2,,1,,1,5,8,0,1,0,0,0,0,0,0,0,,3,6,,2020/3/17 18:18,2020/3/17 18:23
Facebook利用者,100,13,3,1,49,4,4,1,49,45,4,1,2,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,5,3,4,5,5,5,13,1,7,3,0,,1,,3,,3,,1,1,5,1,0,0,0,1,0,0,0,0,,7,5,,2020/3/17 18:19,2020/3/17 18:21
Facebook利用者,101,26,6,1,57,5,5,1,57,38,1,1,5,1,2,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,4,4,5,5,2,3,26,1,7,1,3,21,4,,3,,4,,1,1,8,1,0,0,1,1,0,0,0,0,,12,1,,2020/3/17 18:19,2020/3/17 18:24
Facebook非利用者,102,4,2,1,45,4,4,1,45,49,11,2,,3,2,,2,2,5,,2,2,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,3,2,5,2,4,2,2,2,4,1,7,3,0,,1,,4,,1,,2,1,9,0,1,0,0,0,0,0,0,0,,5,2,,2020/3/17 18:19,2020/3/17 18:22
Facebook利用者,103,40,9,1,43,4,4,1,43,51,4,1,1,1,2,,2,2,1,3,,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,1,5,4,4,4,4,5,4,4,40,1,6,3,0,,2,,3,,1,,1,5,8,0,1,0,0,0,0,0,0,0,,4,6,,2020/3/17 18:19,2020/3/17 18:23
Facebook利用者,104,11,3,1,53,5,5,1,53,42,2,1,5,2,1,3,,,3,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,4,5,4,3,2,3,5,5,5,11,3,5,1,2,23,4,,1,,1,,1,1,4,0,0,0,0,1,0,0,0,0,,6,3,,2020/3/17 18:19,2020/3/17 18:23
Facebook非利用者,105,13,3,1,47,4,4,1,47,47,8,2,,1,3,,4,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,4,3,4,4,5,3,4,13,1,7,3,0,,1,,3,,4,,1,1,4,0,0,0,0,1,0,0,0,0,,4,6,,2020/3/17 18:19,2020/3/17 18:23
Facebook非利用者,106,23,5,1,48,4,4,1,48,47,1,2,,2,2,,3,,4,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,3,4,5,1,3,23,2,3,3,0,,1,,3,,6,,1,1,3,0,0,0,0,0,1,0,0,0,,1,6,,2020/3/17 18:19,2020/3/17 18:22
Facebook非利用者,107,29,6,1,46,4,4,1,46,48,12,2,,3,2,,3,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,1,3,3,4,1,4,29,2,6,3,0,,1,,6,,1,,1,1,1,0,0,0,0,0,0,0,1,0,,1,6,,2020/3/17 18:19,2020/3/17 18:21
Facebook非利用者,108,34,7,1,46,4,4,1,46,48,9,2,,3,3,,3,,5,,3,,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,2,2,3,4,4,4,1,3,34,1,3,1,0,,2,,2,,4,,1,1,5,1,0,0,0,0,1,0,0,0,,4,2,,2020/3/17 18:19,2020/3/17 18:22
Facebook非利用者,111,13,3,1,41,4,4,1,41,54,1,2,,1,2,,4,,1,3,,,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,1,3,4,1,5,5,13,2,3,3,0,,1,,3,,1,,1,5,7,1,0,0,0,1,0,0,0,0,,3,6,,2020/3/17 18:19,2020/3/17 18:23
Facebook非利用者,112,10,3,1,50,5,5,1,50,44,5,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,2,2,3,3,2,3,3,10,2,6,3,0,,2,,1,,1,,4,2,1,0,0,0,0,0,1,0,0,0,,1,6,,2020/3/17 18:19,2020/3/17 18:23
Facebook利用者,113,13,3,1,47,4,4,1,47,47,4,1,5,1,1,2,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,5,4,4,3,3,3,3,3,13,1,5,1,0,,3,,5,,3,,1,1,4,0,0,0,0,1,0,0,0,0,,13,6,,2020/3/17 18:19,2020/3/17 18:27
Facebook利用者,114,13,3,1,49,4,4,1,49,45,8,1,3,2,2,,3,,1,2,,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,5,2,3,2,5,2,13,1,9,1,0,,1,,2,,3,,1,1,2,1,0,0,0,1,0,0,0,0,,5,2,,2020/3/17 18:19,2020/3/17 18:22
Facebook非利用者,116,14,3,1,55,5,5,1,55,39,12,2,,1,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,5,4,4,4,2,3,14,2,3,3,0,,2,,1,,5,,1,2,4,1,0,0,0,1,0,0,0,0,,13,6,,2020/3/17 18:19,2020/3/17 18:23
Facebook非利用者,118,27,6,1,46,4,4,1,46,48,7,2,,2,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,5,1,3,5,5,4,27,2,7,3,0,,2,,1,,9,,,,,,,,,,,,,0,,13,2,,2020/3/17 18:19,2020/3/17 18:23
Facebook非利用者,119,8,3,1,48,4,4,1,48,47,1,2,,2,1,1,,,3,,1,1,1,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,3,5,1,5,1,1,5,5,1,8,2,7,3,0,,1,,5,,1,,2,1,6,1,1,0,0,0,0,0,0,0,,4,6,,2020/3/17 18:19,2020/3/17 18:24
Facebook非利用者,121,40,9,1,49,4,4,1,49,45,10,2,,3,3,,3,,5,,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,5,4,4,2,5,3,40,3,7,3,0,,2,,1,,4,,1,1,2,0,0,0,0,0,1,0,0,0,,13,6,,2020/3/17 18:19,2020/3/17 18:25
Facebook非利用者,122,13,3,1,57,5,5,1,57,37,10,2,,3,2,,3,,5,,3,,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,3,3,3,5,5,3,13,2,3,1,2,21,4,,1,,4,,1,1,3,0,0,0,0,1,0,0,0,0,,9,4,,2020/3/17 18:19,2020/3/17 18:23
Facebook非利用者,123,14,3,1,47,4,4,1,47,47,3,2,,3,3,,4,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,4,2,3,2,2,2,2,3,14,1,7,1,0,,3,,2,,2,,1,1,8,0,0,0,0,1,0,0,0,0,,4,6,,2020/3/17 18:19,2020/3/17 18:22
Facebook非利用者,124,40,9,1,55,5,5,1,55,40,2,2,,3,3,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,4,3,3,2,1,3,40,3,5,1,1,23,4,,2,,6,,4,6,1,0,0,0,0,0,1,0,0,0,,3,8,,2020/3/17 18:20,2020/3/17 18:23
Facebook非利用者,125,13,3,1,51,5,5,1,51,43,5,2,,1,2,,4,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,4,5,5,5,1,4,13,2,7,3,0,,2,,2,,6,,4,3,4,1,0,0,0,0,0,0,0,0,,1,6,,2020/3/17 18:20,2020/3/17 18:22
Facebook利用者,126,34,7,1,56,5,5,1,56,38,11,1,5,1,1,3,,,2,,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,2,1,5,1,1,4,1,2,34,1,3,1,3,15,4,,2,,3,,1,1,6,0,0,0,0,1,0,0,0,0,,7,2,,2020/3/17 18:20,2020/3/17 18:25
Facebook利用者,128,26,6,1,57,5,5,1,57,38,3,1,6,2,2,,4,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,3,1,5,3,1,1,2,4,26,1,7,1,1,25,3,,1,,10,物販,,,,,,,,,,,,0,,13,8,,2020/3/17 18:20,2020/3/17 18:25
Facebook利用者,131,13,3,1,46,4,4,1,46,48,4,1,1,3,1,3,,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,3,1,1,1,1,1,13,1,11,3,0,,1,,3,,4,,1,1,8,1,0,0,0,0,0,0,0,0,,4,7,競馬,2020/3/17 18:20,2020/3/17 18:24
Facebook非利用者,132,14,3,1,43,4,4,1,43,51,12,2,,2,2,,2,3,5,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,会社の健保発行冊子,2,4,4,4,3,3,5,2,2,14,2,9,1,1,4,4,,2,,4,,1,1,7,1,0,0,0,1,0,0,0,0,,7,5,,2020/3/17 18:20,2020/3/17 18:24
Facebook非利用者,133,25,6,1,46,4,4,1,46,48,5,2,,3,1,2,,,1,2,,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,5,5,5,5,5,2,4,25,2,7,1,4,0,4,,1,,4,,1,1,3,0,0,0,0,0,1,0,0,0,,3,2,,2020/3/17 18:20,2020/3/17 18:23
Facebook非利用者,134,23,5,1,48,4,4,1,48,46,7,2,,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,5,2,3,1,1,4,23,2,3,1,2,15,7,,1,,6,,1,1,7,0,0,0,0,0,1,0,0,0,,6,3,,2020/3/17 18:20,2020/3/17 18:24
Facebook非利用者,135,12,3,1,56,5,5,1,56,38,10,2,,3,3,,3,,5,,2,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,5,4,4,5,1,4,12,1,7,3,0,,2,,1,,6,,1,3,3,1,1,0,0,1,0,0,0,0,,3,6,,2020/3/17 18:20,2020/3/17 18:26
Facebook利用者,136,27,6,1,50,5,5,1,50,44,10,1,5,1,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,2,5,1,1,4,4,4,4,5,27,1,3,1,2,8,4,,2,,3,,1,1,2,0,1,0,0,0,0,0,0,0,,5,3,,2020/3/17 18:20,2020/3/17 18:24
Facebook利用者,138,13,3,1,50,5,5,1,50,44,8,1,4,3,3,,4,,5,,4,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,3,4,4,3,3,13,2,4,1,2,15,4,,1,,4,,1,1,3,1,0,0,0,1,0,0,0,0,,4,8,,2020/3/17 18:20,2020/3/17 18:23
Facebook非利用者,139,40,9,1,42,4,4,1,42,53,2,2,,2,2,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,5,4,4,4,2,3,40,1,7,3,0,,2,,1,,5,,4,6,1,0,0,0,0,0,0,0,1,0,,1,8,,2020/3/17 18:20,2020/3/17 18:23
Facebook非利用者,140,40,9,1,45,4,4,1,45,49,9,2,,1,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,40,2,3,3,0,,2,,1,,10,無職,,,,,,,,,,,,0,,13,8,,2020/3/17 18:20,2020/3/17 18:23
Facebook利用者,141,36,8,1,55,5,5,1,55,40,8,1,5,3,3,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,2,5,5,5,2,5,2,36,3,11,1,0,,3,,3,,8,,,,,,,,,,,,,0,,13,1,,2020/3/17 18:20,2020/3/17 18:28
Facebook非利用者,143,33,7,1,56,5,5,1,56,38,4,2,,1,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,5,3,4,5,2,1,33,2,7,1,2,25,4,,3,,3,,1,1,6,0,0,0,1,1,0,0,0,0,,7,3,,2020/3/17 18:20,2020/3/17 18:23
Facebook非利用者,144,12,3,1,49,4,4,1,49,46,2,2,,1,2,,3,,4,,3,,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,1,5,3,5,1,1,12,1,5,3,0,,2,,1,,9,,,,,,,,,,,,,0,,1,8,,2020/3/17 18:20,2020/3/17 18:24
Facebook非利用者,145,32,7,1,55,5,5,1,55,39,7,2,,1,3,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,4,4,4,3,3,3,3,32,2,7,1,2,27,7,,1,,3,,3,1,2,0,0,0,0,0,1,0,0,0,,4,5,,2020/3/17 18:20,2020/3/17 18:23
Facebook利用者,146,22,5,1,48,4,4,1,48,46,9,1,3,2,2,,1,2,1,3,,,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,1,1,3,5,1,5,22,2,3,3,0,,2,,3,,10,製造業,,,,,,,,,,,,0,,4,6,,2020/3/17 18:20,2020/3/17 18:27
Facebook非利用者,148,28,6,1,42,4,4,1,42,52,5,2,,1,1,2,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,1,5,1,5,1,5,5,3,4,28,2,9,1,1,1,4,,1,,4,,1,1,6,1,0,0,0,1,0,0,0,0,,6,2,,2020/3/17 18:21,2020/3/17 18:23
Facebook非利用者,149,27,6,1,51,5,5,1,51,44,2,2,,2,2,,3,,4,,3,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,2,5,5,3,5,3,27,2,3,3,0,,2,,5,,10,自営,,,,,,,,,,,,0,,4,2,,2020/3/17 18:21,2020/3/17 18:59
Facebook非利用者,150,28,6,1,49,4,4,1,49,45,6,2,,1,2,,4,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,2,5,4,4,2,3,4,28,1,9,1,4,10,4,,5,,3,,1,1,3,1,0,0,0,1,0,0,0,0,,5,6,,2020/3/17 18:21,2020/3/17 18:24
Facebook非利用者,153,14,3,1,42,4,4,1,42,52,4,2,,3,2,,3,,5,,2,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,5,5,4,5,5,4,3,14,2,11,3,0,,2,,3,,9,,,,,,,,,,,,,0,,3,6,,2020/3/17 18:21,2020/3/17 19:03
Facebook利用者,154,14,3,1,43,4,4,1,43,51,6,1,6,1,1,3,,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,2,2,2,2,2,2,14,2,3,3,0,,2,,3,,6,,1,5,8,1,0,0,0,0,0,0,0,0,,5,6,,2020/3/17 18:21,2020/3/17 18:26
Facebook非利用者,155,13,3,1,47,4,4,1,47,47,9,2,,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,13,1,3,1,2,15,4,,1,,3,,1,1,3,0,0,0,0,1,0,0,0,0,,5,2,,2020/3/17 18:21,2020/3/17 18:22
Facebook利用者,156,8,3,1,57,5,5,1,57,38,1,1,2,2,2,,3,,1,3,,,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,2,1,3,2,3,3,4,8,2,2,1,1,25,4,,3,,1,,1,1,4,0,0,0,0,0,1,0,0,0,,13,4,,2020/3/17 18:21,2020/3/17 18:31
Facebook非利用者,157,40,9,1,54,5,5,1,54,40,6,2,,2,2,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,5,2,2,4,4,5,5,5,40,2,3,1,1,18,4,,2,,10,自販機メンテナンス,,,,,,,,,,,,0,,4,3,,2020/3/17 18:21,2020/3/17 18:24
Facebook利用者,160,45,9,1,53,5,5,1,53,41,7,1,3,3,3,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,5,5,1,5,5,45,2,7,3,0,,1,,1,,1,,1,1,4,0,0,0,0,0,1,0,0,0,,5,2,,2020/3/17 18:21,2020/3/17 18:25
Facebook利用者,161,27,6,1,53,5,5,1,53,41,9,1,5,1,3,,4,,5,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,4,4,4,4,4,4,4,27,1,7,3,0,,1,,2,,3,,1,1,3,0,0,0,0,1,0,0,0,0,,5,5,,2020/3/17 18:21,2020/3/17 18:34
Facebook非利用者,162,47,9,1,41,4,4,1,41,53,8,2,,3,3,,3,,5,,2,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,4,1,1,3,3,3,1,4,47,3,2,3,0,,2,,1,,10,無職,,,,,,,,,,,,0,,3,2,,2020/3/17 18:21,2020/3/17 18:26
Facebook非利用者,163,14,3,1,47,4,4,1,47,47,12,2,,2,2,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,3,3,5,3,3,2,5,3,14,1,9,3,0,,1,,3,,3,,1,1,8,1,0,0,0,1,0,0,0,0,,7,5,,2020/3/17 18:21,2020/3/17 18:24
Facebook利用者,164,14,3,1,50,5,5,1,50,44,8,1,3,2,3,,3,,5,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,5,4,3,3,5,3,3,14,2,3,3,0,,1,,5,,5,,1,2,2,0,0,1,0,0,0,0,0,0,,13,6,,2020/3/17 18:21,2020/3/17 18:29
Facebook利用者,165,28,6,1,51,5,5,1,51,43,8,1,3,3,2,,2,2,4,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,2,4,3,3,4,4,3,3,3,28,2,7,2,2,15,2,,1,,3,,1,1,2,0,1,0,0,0,0,0,0,0,,4,2,,2020/3/17 18:21,2020/3/17 18:24
Facebook非利用者,166,27,6,1,49,4,4,1,49,46,2,2,,1,2,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,3,4,4,1,1,4,27,1,7,3,0,,1,,3,,2,,1,1,5,0,1,0,0,0,0,0,0,0,,3,8,,2020/3/17 18:21,2020/3/17 18:25
Facebook非利用者,167,27,6,1,56,5,5,1,56,38,3,2,,2,2,,3,,4,,3,,1,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,3,3,2,1,4,4,1,4,4,27,2,7,1,3,11,4,,1,,4,,4,1,1,0,0,0,0,0,0,0,1,0,,1,2,,2020/3/17 18:21,2020/3/17 18:26
Facebook非利用者,168,41,9,1,42,4,4,1,42,52,7,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,41,3,1,3,0,,2,,1,,9,,,,,,,,,,,,,0,,1,8,,2020/3/17 18:21,2020/3/17 18:24
Facebook非利用者,169,33,7,1,42,4,4,1,42,52,10,2,,1,2,,3,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,4,4,4,1,1,4,33,1,11,1,2,5,4,,3,,4,,1,1,7,1,0,0,0,0,0,0,0,0,,7,7,仕事をする,2020/3/17 18:21,2020/3/17 18:25
Facebook非利用者,170,40,9,1,48,4,4,1,48,47,3,2,,2,2,,3,,1,3,,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,1,4,5,1,4,5,40,1,7,1,1,13,4,,2,,1,,1,1,2,0,1,0,0,0,0,0,0,0,,4,3,,2020/3/17 18:21,2020/3/17 18:24
Facebook非利用者,171,40,9,1,56,5,5,1,56,38,11,2,,2,1,3,,,1,3,,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,5,4,4,3,1,1,40,1,7,1,2,22,3,,3,,1,,1,1,8,0,0,0,0,0,1,0,0,0,,6,3,,2020/3/17 18:21,2020/3/17 18:28
Facebook非利用者,174,14,3,1,47,4,4,1,47,47,5,2,,3,3,,3,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,1,1,4,1,1,3,14,2,6,1,2,13,4,,1,,3,,1,1,6,0,0,0,0,0,1,0,0,0,,13,3,,2020/3/17 18:21,2020/3/17 18:24
Facebook利用者,178,13,3,1,46,4,4,1,46,48,11,1,6,2,1,3,,,1,3,,,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,3,3,3,4,3,2,13,2,4,1,2,11,4,,1,,3,,1,1,5,1,0,0,0,1,0,0,0,0,,5,6,,2020/3/17 18:21,2020/3/17 18:27
Facebook非利用者,179,2,2,1,52,5,5,1,52,42,11,2,,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,1,1,1,2,2,4,1,3,2,2,3,3,0,,2,,1,,6,,1,1,3,0,0,0,0,0,1,0,0,0,,5,6,,2020/3/17 18:22,2020/3/17 18:28
Facebook利用者,180,27,6,1,51,5,5,1,51,43,9,1,1,3,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,1,1,1,3,3,1,1,2,27,2,2,3,0,,1,,3,,9,,,,,,,,,,,,,0,,2,8,,2020/3/17 18:22,2020/3/17 18:26
