id,exp,antibody,vaccine,coupon,severity,handicap,exp_again,why_norisk,sdist_1,sdist_2,sdist_3,sdist_4,sdist_5,sdist_6,sdist_7,out_antibody,out_vaccine,out_exp,out_coupon,pref,marry,child,working,income,start_time,start_date,nudge,female,age,fb,fb_active,get_coupon,importance,confident,flu_prob,rub_prob,rub_prob_me,wtp_flu,wtp_rub,sdf_f,sdf_u,df_p,df_f,pb,wtp_gain,wtp_loss,int_antibody,sint_antibody,done_antibody,int_vaccine,sint_vaccine,done_vaccine,int_exp,sint_exp,done_exp,int_coupon,sint_coupon,done_coupon
2456,3,2,2,3,0,0,1,5,20,17,10,10,10,10,10,3,3,3,3,40,1,0,10,4,"2020/2/8 21:06","2020/2/8 21:11","D",0,48,0,0,0,4,1,10,20,0,2500,1500,.7,.04,.9542896,.9542896,0,-11500,60000,0,0,0,0,0,0,0,0,0,0,0,0
2457,3,3,3,3,0,1,0,5,15,10,0,18,14,3,0,4,2,4,4,27,3,0,1,3,"2020/2/8 21:26","2020/2/8 21:37","D",0,49,0,0,0,4,1,50,20,0,-1500,-1500,.7,0,.9990509,.9990509,0,-11500,17500,0,0,0,1,0,0,0,0,0,0,0,0
2458,1,1,1,2,0,0,1,1,20,5,0,10,5,0,0,3,3,3,3,28,1,3,3,13,"2020/2/8 21:35","2020/2/8 21:43","D",0,49,0,0,0,3,1,10,10,0,500,-5000,1.333333,0,.5,.5,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
2459,3,3,3,3,0,1,0,,16,13,0,15,15,9,0,1,3,3,2,47,1,1,5,4,"2020/2/8 21:39","2020/2/8 21:52","D",0,48,1,0,0,4,0,10,40,10,5000,5000,1.333333,0,.889205,.889205,0,-3000,7500,1,1,0,0,0,0,0,0,0,1,0,0
2460,3,2,3,3,0,0,0,,20,10,10,19,18,10,10,3,2,3,3,13,3,0,1,4,"2020/2/8 21:38","2020/2/8 21:52","D",0,48,0,0,0,3,0,50,50,50,500,500,1.333333,0,.889205,.9990509,1,-3000,7500,0,0,0,1,0,0,0,0,0,0,0,0
2461,3,1,3,1,0,0,0,,20,10,4,10,6,2,0,6,1,6,3,23,2,0,6,13,"2020/2/8 21:51","2020/2/8 22:02","D",0,46,1,0,1,4,0,30,20,10,500,500,.2666667,0,.9990509,.9868259,0,-1005,60000,0,0,1,1,1,0,0,0,1,0,0,0
2462,3,3,3,3,0,1,0,5,20,5,0,20,20,1,0,3,3,3,4,13,3,0,5,13,"2020/2/8 22:01","2020/2/8 22:10","D",0,45,0,0,1,3,1,50,50,0,-5000,-5000,.7,0,.6347997,1.010101,1,-6000,25000,0,0,0,0,0,0,0,0,0,0,0,0
2463,1,2,3,1,0,0,0,3,19,18,19,18,15,14,13,5,5,4,4,2,1,3,6,3,"2020/2/8 22:08","2020/2/8 22:17","D",0,45,1,0,1,3,1,0,0,0,500,-5000,0,0,1.010101,.5,0,-1005,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2,3,3,1,0,1,0,,16,10,5,14,12,11,8,2,3,3,2,12,3,0,1,4,"2020/2/8 22:07","2020/2/8 22:19","D",0,50,0,0,0,3,0,10,10,10,1500,500,.7,0,.9868259,.9868259,0,-52500,47500,1,0,0,0,0,0,0,0,0,1,0,0
2465,3,2,2,3,0,0,1,5,20,15,10,15,10,10,10,3,3,3,3,37,3,0,2,4,"2020/2/8 23:01","2020/2/8 23:06","D",0,46,0,0,1,3,1,30,10,0,5000,-500,0,0,.9990509,.9990509,0,-52500,52500,0,0,0,0,0,0,0,0,0,0,0,0
2466,2,2,2,2,0,1,0,,19,16,2,3,17,12,1,3,3,5,3,27,3,0,4,7,"2020/2/8 22:51","2020/2/8 23:08","D",0,48,1,0,0,5,0,10,10,10,500,5000,.7,0,.9990509,.9990509,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
2467,2,1,1,1,0,1,0,,20,10,10,19,16,13,8,2,2,2,1,27,1,2,5,5,"2020/2/8 23:02","2020/2/8 23:14","D",0,46,0,0,1,5,0,50,60,40,3500,3500,.7,.04,.9990509,.9990509,0,-3000,60000,1,0,0,1,0,0,1,0,0,1,1,0
2468,3,2,3,2,1,1,0,,15,8,5,12,10,8,5,2,2,4,3,46,1,1,1,6,"2020/2/8 23:16","2020/2/8 23:27","D",0,47,0,0,1,5,0,30,10,10,2500,2500,.7,.0073333,.9868259,.889205,0,-30000,25000,1,0,0,1,0,0,0,0,0,0,0,0
2470,1,3,3,3,0,0,1,1,5,0,0,1,1,0,0,3,4,3,3,13,3,0,5,6,"2020/2/8 23:30","2020/2/8 23:37","D",0,46,0,0,1,3,1,10,10,0,1500,500,0,0,.9721007,.6347997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,1,3,3,3,0,1,0,,18,14,10,18,16,10,6,4,2,3,2,12,1,2,4,4,"2020/2/8 23:19","2020/2/8 23:42","D",0,50,0,0,0,4,0,20,30,30,1500,2500,.7,0,.9990509,.9990509,0,-47500,47500,0,0,0,1,0,0,0,0,0,1,0,0
2473,3,2,3,1,0,0,1,,20,10,3,17,17,5,0,1,1,1,1,29,2,0,6,5,"2020/2/8 23:35","2020/2/8 23:47","D",0,46,1,1,1,4,0,0,0,10,1500,1500,0,0,.6347997,.6347997,0,-3000,60000,1,1,0,1,1,0,1,1,0,1,1,0
2474,3,3,3,1,0,1,0,,20,10,1,15,12,6,1,3,3,3,3,1,1,1,5,7,"2020/2/8 23:39","2020/2/8 23:48","D",0,45,0,0,1,3,0,10,10,10,500,500,.7,.2666667,.9990509,.889205,0,-6000,25000,0,0,0,0,0,0,0,0,0,0,0,0
2475,1,3,1,3,0,1,0,,20,7,1,15,10,2,1,2,2,2,2,10,1,2,6,5,"2020/2/8 23:57","2020/2/9 0:13","D",0,48,1,0,0,5,0,10,30,10,2500,2500,1.333333,0,.9542896,.9542896,0,-3000,25000,1,0,0,1,0,0,1,0,0,1,0,0
2476,2,2,2,1,0,0,0,,19,15,10,15,10,5,3,2,1,6,6,14,1,2,3,6,"2020/2/8 22:10","2020/2/9 0:14","D",0,45,0,0,1,4,0,20,10,10,1500,1500,.7,0,.9990509,.9990509,0,-11500,42500,1,0,0,1,1,0,0,0,1,0,0,1
2477,1,2,2,3,0,1,0,1,20,15,0,20,20,10,4,5,4,4,4,29,3,0,5,4,"2020/2/9 0:38","2020/2/9 0:47","D",0,49,0,0,0,5,1,10,10,0,5000,500,1.333333,0,1.001001,.9721007,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0
2478,2,2,2,1,0,1,0,,0,0,0,0,0,0,0,4,4,4,4,13,3,0,9,1,"2020/2/9 0:41","2020/2/9 0:48","D",0,46,0,0,1,3,0,70,60,60,-3500,-3500,0,0,.6347997,.6347997,0,-3000,7500,0,0,0,0,0,0,0,0,0,0,0,0
2479,1,3,3,1,0,0,1,,20,15,10,20,19,15,10,1,1,2,2,31,3,0,2,13,"2020/2/8 23:53","2020/2/9 0:48","D",0,47,0,0,1,5,0,50,50,50,2500,2500,.7,0,.9868259,.9721007,0,-11500,12500,1,1,0,1,1,0,1,0,0,1,0,0
2480,1,1,1,1,1,0,0,,19,19,19,18,18,18,18,1,1,1,1,28,1,1,2,6,"2020/2/7 20:32","2020/2/7 20:36","D",0,43,1,1,1,5,0,20,10,20,5000,5000,0,0,.9868259,.9868259,0,-60000,60000,1,1,0,1,1,0,1,1,0,1,1,0
2482,1,2,2,3,0,0,0,,15,10,5,17,15,0,0,3,2,3,2,13,3,0,4,3,"2020/2/7 20:41","2020/2/7 20:50","D",0,42,0,0,1,4,0,50,10,10,500,500,0,0,.9990509,.9990509,0,-1005,12500,0,0,0,1,0,0,0,0,0,1,0,0
2483,2,3,3,1,0,0,0,,10,2,0,0,0,0,0,3,4,2,2,14,3,0,5,4,"2020/2/7 20:43","2020/2/7 20:50","D",0,42,0,0,1,3,0,10,10,10,500,500,.7,.04,.6347997,.9542896,1,-47500,35000,0,0,0,0,0,0,1,0,0,1,0,0
2484,3,2,3,1,0,1,0,,20,15,10,17,15,13,7,1,1,6,6,8,3,0,9,4,"2020/2/7 20:41","2020/2/7 20:52","D",0,41,0,0,1,5,0,50,80,50,2500,5000,1.1,.7,.9990509,.9721007,0,-1005,7500,1,1,0,1,1,0,0,0,1,0,0,1
2485,2,1,3,1,0,0,0,,20,10,2,15,12,5,1,2,2,2,1,14,3,0,3,5,"2020/2/7 20:49","2020/2/7 20:53","D",0,42,0,0,1,5,0,30,40,20,5000,5000,.7,.7,.889205,.889205,0,-11500,12500,1,0,0,1,0,0,1,0,0,1,1,0
2486,2,2,2,3,0,0,0,,20,6,5,5,5,2,1,4,4,4,3,28,3,0,4,5,"2020/2/7 20:48","2020/2/7 20:54","D",0,43,1,1,1,5,0,50,30,50,1500,1500,.7,0,.9990509,.9990509,0,-40000,35000,0,0,0,0,0,0,0,0,0,0,0,0
2489,3,3,3,3,0,1,1,,20,18,0,18,18,0,0,3,3,3,3,27,3,0,1,2,"2020/2/7 20:46","2020/2/7 20:56","D",0,40,1,1,0,3,0,20,10,10,1500,1500,1.333333,0,.9990509,.9990509,0,-3000,3000,0,0,0,0,0,0,0,0,0,0,0,0
2490,3,3,3,1,0,0,1,,20,15,5,15,12,1,3,3,2,3,3,38,3,0,5,3,"2020/2/7 20:50","2020/2/7 20:57","D",0,41,0,0,1,4,0,50,40,10,2500,500,.7,0,.9542896,.9542896,0,-6000,17500,0,0,0,1,0,0,0,0,0,0,0,0
2491,2,1,1,1,0,1,0,3,20,2,1,18,17,12,10,1,1,1,1,13,3,0,5,4,"2020/2/7 20:50","2020/2/7 20:58","D",0,42,0,0,1,5,1,20,30,0,1500,1500,.2666667,.04,.9868259,.889205,0,-6000,7500,1,1,0,1,1,0,1,1,0,1,1,0
2493,2,1,2,1,0,1,1,,20,19,18,19,19,18,18,1,1,1,1,28,1,2,1,6,"2020/2/7 20:53","2020/2/7 21:00","D",0,42,0,0,1,4,0,50,10,50,5000,5000,.7,0,.9990509,.9990509,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0
2494,1,3,1,3,0,0,0,,0,0,0,10,5,0,0,3,2,2,2,4,3,0,9,2,"2020/2/7 20:51","2020/2/7 21:01","D",0,41,0,0,1,3,0,20,50,20,500,2500,.1,0,.9542896,.9868259,1,-1005,25000,0,0,0,1,0,0,1,0,0,1,0,0
2495,2,1,1,1,0,1,0,,20,12,6,16,16,7,2,6,6,6,6,27,1,0,10,3,"2020/2/7 20:42","2020/2/7 21:01","D",0,42,0,0,1,5,0,30,20,20,2500,2500,.7,.04,.889205,.9990509,1,-11500,0,0,0,1,0,0,1,0,0,1,0,0,1
2496,2,2,3,2,1,1,0,5,20,0,0,10,3,0,0,3,1,3,1,13,1,2,10,4,"2020/2/7 20:52","2020/2/7 21:03","D",0,40,1,0,0,3,1,10,10,0,500,500,.7,0,.9990509,.9868259,0,-47500,47500,0,0,0,1,1,0,0,0,0,1,1,0
2497,3,3,3,1,0,1,0,,15,10,0,13,12,10,5,2,1,3,3,1,1,2,6,5,"2020/2/7 20:56","2020/2/7 21:04","D",0,43,0,0,1,4,0,50,10,10,-5000,-4500,.7,0,.889205,.889205,0,-30000,25000,1,0,0,1,1,0,0,0,0,0,0,0
2498,1,1,1,1,0,0,0,,19,15,10,19,19,15,10,1,1,1,1,46,2,0,1,3,"2020/2/7 20:57","2020/2/7 21:05","D",0,43,0,0,1,5,0,50,80,80,2500,3500,.2666667,.2666667,.889205,.889205,0,-3000,12500,1,1,0,1,1,0,1,1,0,1,1,0
2500,2,1,3,1,0,1,0,2,20,20,10,20,20,10,10,3,3,3,3,38,1,2,3,6,"2020/2/7 20:59","2020/2/7 21:05","D",0,43,0,0,1,4,1,10,20,0,5000,5000,.7,0,.9990509,.9990509,0,-40000,47500,0,0,0,0,0,0,0,0,0,0,0,0
2501,3,2,2,1,0,1,0,,19,10,3,15,12,10,3,3,2,3,3,27,3,0,6,13,"2020/2/7 20:51","2020/2/7 21:06","D",0,44,0,0,1,3,0,20,50,20,-500,-500,.7,0,.9990509,.9990509,0,-6000,25000,0,0,0,1,0,0,0,0,0,0,0,0
2502,3,3,3,3,0,0,0,,18,7,2,14,12,1,1,3,1,3,3,14,3,0,4,6,"2020/2/7 20:51","2020/2/7 21:07","D",0,44,1,1,1,3,0,10,10,10,-2500,-1500,.04,.0073333,.9868259,.9721007,0,-11500,35000,0,0,0,1,1,0,0,0,0,0,0,0
2503,1,2,2,1,0,0,0,1,19,10,10,15,9,4,1,3,3,3,3,28,1,1,4,5,"2020/2/7 21:04","2020/2/7 21:08","D",0,43,1,1,1,3,1,30,20,0,500,500,0,0,.9542896,.9952725,1,-3000,17500,0,0,0,0,0,0,0,0,0,0,0,0
2504,1,2,2,1,0,1,1,,15,5,0,15,10,5,0,2,2,2,2,27,1,0,4,7,"2020/2/7 20:57","2020/2/7 21:10","D",0,43,1,1,1,4,0,10,40,30,500,500,.7,0,.9990509,.9990509,0,-1005,17500,1,0,0,1,0,0,1,0,0,1,0,0
2505,3,2,3,1,0,1,0,,20,10,7,15,15,10,9,3,3,3,3,27,1,1,4,5,"2020/2/7 21:02","2020/2/7 21:10","D",0,43,1,1,1,4,0,0,40,20,3500,500,1.1,0,.9990509,.9990509,0,-1005,12500,0,0,0,0,0,0,0,0,0,0,0,0
2506,3,3,3,3,0,0,0,5,17,9,9,9,9,9,9,3,3,3,3,12,1,2,1,5,"2020/2/7 21:00","2020/2/7 21:11","D",0,40,0,0,0,3,1,60,50,0,-5000,-5000,0,0,.9868259,1.010101,1,-1005,12500,0,0,0,0,0,0,0,0,0,0,0,0
2507,2,2,2,3,0,0,0,5,20,20,20,20,20,20,20,3,3,3,3,21,1,1,4,4,"2020/2/7 21:06","2020/2/7 21:13","D",0,43,0,0,1,1,1,100,100,0,1500,1500,1.333333,1.333333,1.010101,1.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,1,1,1,1,0,0,1,1,17,17,17,20,20,19,15,6,1,1,1,29,2,0,2,3,"2020/2/7 21:06","2020/2/7 21:13","D",0,42,1,1,1,5,1,50,30,0,-500,500,.7,0,.889205,.6347997,0,-3000,12500,0,0,1,1,1,0,1,1,0,1,1,0
2509,3,3,3,3,0,0,0,,19,18,17,19,19,18,17,3,3,3,3,14,1,3,5,4,"2020/2/7 21:07","2020/2/7 21:16","D",0,40,0,0,0,3,0,30,30,50,500,500,.7,.7,.9542896,.9990509,1,-11500,25000,0,0,0,0,0,0,0,0,0,0,0,0
2510,2,1,1,1,0,1,0,,18,14,10,17,16,14,8,2,2,2,2,27,3,0,9,3,"2020/2/7 21:06","2020/2/7 21:17","D",0,44,0,0,1,4,0,20,80,20,1500,1500,.7,.0073333,.9990509,.9990509,0,-11500,25000,1,0,0,1,0,0,1,0,0,1,0,0
2511,2,2,2,1,0,1,1,,19,8,3,15,15,8,2,4,3,5,2,26,3,0,4,4,"2020/2/7 21:07","2020/2/7 21:22","D",0,45,0,0,1,3,0,10,20,10,500,500,1.1,0,.9990509,.9990509,0,-1005,3000,0,0,0,0,0,0,0,0,0,1,0,0
2512,3,3,3,3,0,1,1,,10,6,5,16,14,11,2,4,2,4,2,47,3,0,7,3,"2020/2/7 20:52","2020/2/7 21:23","D",0,43,1,1,1,3,0,10,60,20,-500,500,0,0,.9990509,.9868259,0,-60000,60000,0,0,0,1,0,0,0,0,0,1,0,0
2513,2,1,2,1,0,1,0,,20,12,5,15,15,4,0,3,3,3,3,8,1,2,5,4,"2020/2/7 21:16","2020/2/7 21:23","D",0,43,0,0,1,4,0,30,50,10,500,500,1.333333,0,.9990509,.9990509,0,-20000,7500,0,0,0,0,0,0,0,0,0,0,0,0
2514,1,1,1,1,1,0,0,1,18,10,8,12,11,9,5,4,2,1,3,23,3,0,3,12,"2020/2/7 20:52","2020/2/7 21:24","D",0,44,0,0,1,5,1,0,20,0,2500,2500,1.333333,0,.9542896,.889205,0,-3000,7500,0,0,0,1,0,0,1,1,0,0,0,0
2515,2,2,3,3,0,1,0,,18,10,0,10,10,5,0,3,3,4,4,28,3,0,9,13,"2020/2/7 21:13","2020/2/7 21:26","D",0,43,0,0,1,3,0,10,20,20,1500,1500,.2666667,.04,.9868259,.889205,0,-47500,42500,0,0,0,0,0,0,0,0,0,0,0,0
2516,2,1,2,1,0,0,0,,20,15,11,19,17,15,10,1,1,2,1,16,1,2,4,4,"2020/2/7 21:23","2020/2/7 21:30","D",0,41,1,1,1,4,0,50,50,30,500,500,.7,0,.9990509,.9990509,0,-1005,7500,1,1,0,1,1,0,1,0,0,1,1,0
2517,2,2,1,1,0,0,0,,20,18,10,18,15,11,13,2,1,2,1,46,1,3,4,5,"2020/2/7 21:17","2020/2/7 21:34","D",0,44,1,1,1,4,0,30,10,20,3500,5000,1.1,0,.889205,.889205,0,-3000,7500,1,0,0,1,1,0,1,0,0,1,1,0
2519,3,3,1,1,0,1,0,,20,10,1,15,15,10,1,2,2,2,6,41,3,0,1,5,"2020/2/7 21:28","2020/2/7 21:35","D",0,41,0,0,1,4,0,50,20,20,2500,2500,1.1,0,.9990509,.9990509,0,-3000,12500,1,0,0,1,0,0,1,0,0,0,0,1
2520,3,2,2,2,0,1,0,,20,5,0,0,0,0,0,3,2,3,2,7,3,0,9,3,"2020/2/7 21:29","2020/2/7 21:39","D",0,40,0,0,0,5,0,50,80,80,1500,1500,0,1.333333,1.010101,.9542896,0,-3000,7500,0,0,0,1,0,0,0,0,0,1,0,0
2522,2,1,2,1,0,0,0,,15,5,5,5,5,5,5,6,5,2,6,31,1,2,6,4,"2020/2/7 21:40","2020/2/7 21:50","D",0,42,0,0,1,5,0,50,20,40,3500,4500,0,0,.9990509,.9990509,0,-1005,3000,0,0,1,0,0,0,1,0,0,0,0,1
2523,2,1,1,1,0,1,0,5,19,1,1,10,6,3,1,6,6,6,6,1,3,0,9,3,"2020/2/7 21:45","2020/2/7 21:51","D",0,43,0,0,1,5,1,10,10,0,1500,1500,.7,.2666667,.9542896,.9721007,1,-11500,7500,0,0,1,0,0,1,0,0,1,0,0,1
2524,3,3,3,3,0,0,0,5,18,19,17,16,15,14,13,5,5,5,5,34,1,1,2,6,"2020/2/7 21:47","2020/2/7 21:53","D",0,41,0,0,1,1,1,40,60,0,-500,-5000,.04,1.1,1.010101,1.001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,2,1,2,1,0,1,0,,20,10,0,15,15,5,0,1,1,1,1,14,3,0,1,3,"2020/2/7 21:45","2020/2/7 21:55","D",0,45,0,0,1,5,0,10,20,20,5000,5000,.7,0,.9990509,.9990509,0,-1005,12500,1,1,0,1,1,0,1,1,0,1,1,0
2526,2,1,2,1,1,0,0,2,12,12,12,12,12,12,12,3,3,3,3,27,3,0,1,5,"2020/2/7 21:47","2020/2/7 21:56","D",0,41,0,0,1,5,1,20,20,0,500,2500,.7,.04,.5,.5,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0
2527,2,2,2,3,0,1,0,5,18,16,12,14,14,12,6,3,3,3,3,22,3,0,9,13,"2020/2/7 21:52","2020/2/7 21:58","D",0,44,0,0,1,3,1,30,20,0,1500,1500,.2666667,.2666667,.9721007,.9542896,0,-11500,17500,0,0,0,0,0,0,0,0,0,0,0,0
2528,1,2,2,3,1,1,1,,19,17,15,10,9,8,3,3,3,3,3,23,1,2,4,5,"2020/2/7 22:00","2020/2/7 22:05","D",0,41,0,0,1,3,0,20,30,40,2500,2500,1.1,0,.9990509,.9990509,0,-1005,17500,0,0,0,0,0,0,0,0,0,0,0,0
2530,3,3,3,2,0,1,0,,15,5,2,10,10,5,2,3,2,4,3,25,3,0,1,13,"2020/2/7 22:02","2020/2/7 22:12","D",0,41,0,0,1,3,0,0,70,50,-4500,-4500,.2666667,.1,.889205,.889205,0,-11500,12500,0,0,0,1,0,0,0,0,0,0,0,0
2531,2,1,3,1,0,1,0,,20,10,5,18,12,10,5,6,3,6,6,23,3,0,1,13,"2020/2/7 22:01","2020/2/7 22:12","D",0,41,1,0,1,4,0,10,90,10,500,500,.7,0,.9990509,.9952725,0,-47500,52500,0,0,1,0,0,0,0,0,1,0,0,1
2532,3,3,3,1,0,1,0,,20,15,5,18,16,10,10,3,2,6,3,14,3,0,1,13,"2020/2/7 21:59","2020/2/7 22:13","D",0,42,1,0,1,3,0,10,10,10,-5000,-5000,.7,0,.9868259,.9542896,0,-52500,35000,0,0,0,1,0,0,0,0,1,0,0,0
2533,3,3,3,3,0,1,1,,19,10,4,18,16,13,7,3,3,3,3,13,3,0,4,3,"2020/2/7 22:02","2020/2/7 22:15","D",0,41,0,0,1,3,0,30,70,30,2500,-2500,.7,.2666667,.9952725,.9868259,0,-20000,52500,0,0,0,0,0,0,0,0,0,0,0,0
2534,1,2,1,1,0,1,0,,20,13,6,19,17,7,5,2,1,2,2,21,3,0,1,3,"2020/2/7 21:41","2020/2/7 22:15","D",0,43,1,1,1,5,0,10,30,30,2500,2500,.2666667,.04,1.001001,1.001001,0,-1005,25000,1,0,0,1,1,0,1,0,0,1,0,0
2535,2,1,1,1,0,0,0,,10,5,4,10,10,9,3,3,2,2,2,28,3,0,4,13,"2020/2/7 21:26","2020/2/7 22:17","D",0,44,1,0,1,4,0,10,30,20,2500,2500,.7,.2666667,.9990509,.9868259,0,-52500,25000,0,0,0,1,0,0,1,0,0,1,0,0
2536,3,3,3,3,0,0,0,5,20,1,1,1,1,1,1,5,5,5,5,14,1,0,4,8,"2020/2/7 22:14","2020/2/7 22:18","D",0,44,1,1,1,1,1,0,60,0,-5000,1500,0,0,1.001001,1.010101,1,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
2537,3,3,3,3,0,0,1,1,20,17,3,15,15,13,0,4,4,4,4,24,1,2,5,4,"2020/2/7 22:13","2020/2/7 22:22","D",0,44,0,0,1,2,1,30,30,0,2500,500,.2666667,0,.9721007,.9721007,0,-11500,7500,0,0,0,0,0,0,0,0,0,0,0,0
2538,2,2,2,3,0,0,0,5,20,20,20,20,20,20,19,5,5,5,5,28,1,0,1,3,"2020/2/7 22:20","2020/2/7 22:25","D",0,41,0,0,1,1,1,0,0,0,-5000,-5000,0,0,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,1,2,3,1,0,0,0,,20,10,10,18,15,6,6,3,3,2,3,4,3,0,9,13,"2020/2/7 22:19","2020/2/7 22:29","D",0,44,0,0,1,4,0,30,20,20,3500,3500,.7,0,.9542896,.9952725,1,-40000,47500,0,0,0,0,0,0,1,0,0,0,0,0
2540,2,1,1,1,0,1,0,,0,0,0,0,0,0,0,6,6,6,6,1,3,0,5,13,"2020/2/7 22:32","2020/2/7 22:40","D",0,43,0,0,1,5,0,50,70,50,-5000,5000,1.333333,1.333333,.5,.5,0,0,12500,0,0,1,0,0,1,0,0,1,0,0,1
2541,2,2,1,1,0,1,0,4,20,5,0,15,10,0,0,2,1,3,2,12,1,1,3,5,"2020/2/7 22:30","2020/2/7 22:40","D",0,41,0,0,1,4,1,0,30,0,4500,4500,.7,0,.9990509,.9990509,0,-3000,42500,1,0,0,1,1,0,0,0,0,1,0,0
2542,2,1,2,2,0,1,1,,18,10,5,15,15,5,5,6,6,6,6,11,3,0,5,13,"2020/2/7 22:33","2020/2/7 22:41","D",0,41,0,0,1,4,0,0,30,10,2500,3500,.7,0,.9990509,.9952725,0,-3000,7500,0,0,1,0,0,1,0,0,1,0,0,1
2544,1,1,1,3,0,1,0,,17,9,9,9,8,7,6,3,2,3,2,13,1,2,1,7,"2020/2/7 22:25","2020/2/7 22:43","D",0,44,0,0,1,5,0,20,30,20,-5000,-5000,0,0,1.001001,.5,0,-1005,42500,0,0,0,1,0,0,0,0,0,1,0,0
2545,1,2,2,3,0,0,1,1,18,15,16,15,14,12,11,4,4,3,3,13,1,0,1,6,"2020/2/7 22:45","2020/2/7 22:57","D",0,41,1,1,1,3,1,0,10,0,-500,-500,.0007333,.04,1.010101,1.010101,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,2,1,1,1,0,1,0,2,15,8,8,13,13,10,0,5,2,6,4,23,1,2,4,5,"2020/2/7 22:44","2020/2/7 22:58","D",0,43,1,0,1,5,1,20,60,0,3500,3500,1.1,.04,1.001001,.9990509,0,-30000,12500,0,0,0,1,0,0,0,0,1,0,0,0
2547,3,3,3,3,0,1,0,,20,12,1,18,17,16,1,3,2,6,2,47,1,1,4,3,"2020/2/7 22:07","2020/2/7 23:00","D",0,40,0,0,0,4,0,30,20,10,2500,5000,1.1,.04,.9990509,.9990509,0,-6000,12500,0,0,0,1,0,0,0,0,1,1,0,0
2548,3,2,3,2,0,1,1,,20,19,18,18,18,15,0,3,3,4,3,4,3,0,5,13,"2020/2/7 22:52","2020/2/7 23:00","D",0,44,0,0,1,3,0,20,20,20,500,500,.7,.2666667,.6347997,.889205,1,0,35000,0,0,0,0,0,0,0,0,0,0,0,0
2549,1,2,1,3,0,1,0,,18,12,8,17,14,8,5,5,3,3,3,26,3,0,10,3,"2020/2/7 22:54","2020/2/7 23:02","D",0,43,0,0,1,3,0,40,40,10,-1500,-2500,.7,.7,.9990509,.9990509,0,-3000,60000,0,0,0,0,0,0,0,0,0,0,0,0
2550,2,2,1,1,0,1,0,5,18,10,0,15,13,8,1,2,2,2,3,14,1,2,5,9,"2020/2/7 22:57","2020/2/7 23:08","D",0,43,1,0,1,4,1,30,50,0,1500,5000,.7,.04,.9990509,.9952725,0,-11500,25000,1,0,0,1,0,0,1,0,0,0,0,0
2551,1,1,1,2,1,0,0,2,20,0,0,0,0,0,0,6,1,1,6,23,1,2,6,4,"2020/2/7 23:00","2020/2/7 23:11","D",0,43,0,0,1,5,1,50,50,0,3500,5000,.7,0,1.010101,.9990509,0,-47500,3000,0,0,1,1,1,0,1,1,0,0,0,1
2552,3,2,3,2,1,1,0,,10,10,10,10,10,10,10,4,2,2,3,11,3,0,7,5,"2020/2/7 23:02","2020/2/7 23:12","D",0,40,0,0,0,4,0,50,50,50,500,500,.7,0,.9990509,.9990509,0,-3000,12500,0,0,0,1,0,0,1,0,0,0,0,0
2554,3,3,2,1,0,0,0,,18,15,12,17,16,13,12,2,1,3,6,11,1,2,4,7,"2020/2/7 23:01","2020/2/7 23:18","D",0,41,0,0,1,4,0,60,40,50,5000,5000,1.1,.7,.889205,.9542896,1,-30000,25000,1,0,0,1,1,0,0,0,0,0,0,1
2555,2,2,2,3,0,0,1,5,5,0,0,0,0,0,0,5,5,5,5,14,3,0,9,1,"2020/2/7 23:15","2020/2/7 23:19","D",0,41,0,0,1,1,1,0,100,0,-5000,-5000,.0007333,.0007333,1.010101,1.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,2,1,1,1,0,1,1,2,20,15,5,18,18,10,5,6,1,6,6,22,1,2,4,9,"2020/2/7 23:15","2020/2/7 23:22","D",0,44,0,0,1,4,1,0,50,0,3500,2500,.7,0,.9990509,.9990509,0,-6000,35000,0,0,1,1,1,0,0,0,1,0,0,1
2557,2,2,2,2,0,1,0,,19,10,10,15,14,7,4,3,2,2,2,32,1,3,1,5,"2020/2/7 23:34","2020/2/7 23:41","D",0,40,1,0,0,4,0,30,50,50,1500,1500,.7,.04,.6347997,.6347997,0,-6000,12500,0,0,0,1,0,0,1,0,0,1,0,0
2558,3,3,3,3,0,0,0,5,14,13,9,17,16,13,9,3,2,2,2,13,3,0,1,2,"2020/2/7 23:39","2020/2/7 23:52","D",0,42,1,1,1,3,1,10,10,0,500,-500,.7,0,.9990509,.9990509,0,-40000,42500,0,0,0,1,0,0,1,0,0,1,0,0
