id,exp,antibody,vaccine,coupon,severity,handicap,exp_again,why_norisk,sdist_1,sdist_2,sdist_3,sdist_4,sdist_5,sdist_6,sdist_7,out_antibody,out_vaccine,out_exp,out_coupon,pref,marry,child,working,income,start_time,start_date,nudge,female,age,fb,fb_active,get_coupon,importance,confident,flu_prob,rub_prob,rub_prob_me,wtp_flu,wtp_rub,sdf_f,sdf_u,df_p,df_f,pb,wtp_gain,wtp_loss,int_antibody,sint_antibody,done_antibody,int_vaccine,sint_vaccine,done_vaccine,int_exp,sint_exp,done_exp,int_coupon,sint_coupon,done_coupon
1235,3,3,3,2,0,1,0,,18,10,7,15,12,7,2,4,4,4,4,23,3,0,1,4,"2020/2/8 0:33","2020/2/8 0:47","F",0,43,1,1,1,2,0,10,10,10,-1500,-3500,.7,0,.9990509,.9990509,0,-1005,17500,0,0,0,0,0,0,0,0,0,0,0,0
1236,1,2,2,1,0,1,0,1,20,15,10,15,15,10,5,3,2,6,3,15,1,2,4,5,"2020/2/8 0:27","2020/2/8 0:52","F",0,42,0,0,1,4,1,50,30,0,500,500,.7,.04,.9542896,.9542896,0,-11500,25000,0,0,0,1,0,0,0,0,1,0,0,0
1237,3,3,3,3,0,0,0,5,0,0,0,0,0,0,0,2,2,2,2,26,1,2,5,4,"2020/2/8 0:59","2020/2/8 1:04","F",0,41,1,1,1,1,1,50,50,0,4500,4500,.0007333,.0007333,1.010101,1.010101,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1238,3,3,3,3,0,0,0,5,16,16,16,16,16,16,16,3,3,3,3,27,1,1,2,5,"2020/2/8 1:23","2020/2/8 1:26","F",0,43,0,0,1,1,1,40,20,0,5000,5000,0,0,.9542896,.9721007,1,-20000,35000,0,0,0,0,0,0,0,0,0,0,0,0
1239,3,3,3,3,0,0,0,5,20,0,0,5,2,0,0,5,5,4,5,23,3,0,6,13,"2020/2/8 1:17","2020/2/8 1:30","F",0,40,0,0,0,2,1,10,10,0,-5000,-5000,.7,.7,.9990509,.9990509,0,-60000,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,3,3,3,3,0,1,0,3,20,12,8,19,14,12,10,2,2,3,2,4,3,0,3,7,"2020/2/8 1:47","2020/2/8 1:56","F",0,43,1,0,1,4,1,60,20,0,2500,2500,.7,0,.6347997,.889205,1,-20000,25000,1,0,0,1,0,0,0,0,0,1,0,0
1241,3,3,3,3,0,0,1,5,20,10,10,10,10,10,10,3,3,3,3,27,3,0,9,3,"2020/2/8 2:37","2020/2/8 2:46","F",0,40,1,1,0,3,1,0,0,0,500,500,.7,0,.889205,.889205,0,-6000,3000,0,0,0,0,0,0,0,0,0,0,0,0
1242,2,3,3,3,0,1,0,5,20,10,3,20,18,10,3,5,4,4,5,13,1,1,5,4,"2020/2/8 2:41","2020/2/8 2:49","F",0,43,0,0,1,3,1,0,40,0,-2500,-2500,0,0,.889205,.6347997,0,-1005,7500,0,0,0,0,0,0,0,0,0,0,0,0
1243,2,3,3,1,0,1,0,,15,10,5,13,11,10,2,2,2,3,3,25,3,0,4,4,"2020/2/8 3:01","2020/2/8 3:41","F",0,41,1,1,1,4,0,10,20,10,1500,1500,.2666667,0,.9952725,.9868259,0,-30000,35000,1,0,0,1,0,0,0,0,0,0,0,0
1244,1,2,3,1,0,1,0,,1,1,1,1,1,1,1,2,2,2,2,22,3,4,9,5,"2020/2/8 5:09","2020/2/8 5:16","F",0,44,0,0,1,4,0,50,50,50,-5000,5000,0,0,.9868259,.889205,0,-3000,0,1,0,0,1,0,0,1,0,0,1,0,0
1245,2,1,3,1,0,1,0,2,20,5,0,10,8,3,0,6,1,6,6,12,3,0,1,4,"2020/2/8 3:23","2020/2/8 5:40","F",0,43,1,1,1,5,1,0,60,0,500,500,.7,.0073333,.9990509,.9990509,0,-11500,35000,0,0,1,1,1,0,0,0,1,0,0,1
1246,2,2,2,2,0,0,1,,15,10,3,10,6,4,1,4,3,4,4,29,3,0,9,13,"2020/2/8 6:14","2020/2/8 6:25","F",0,43,0,0,1,2,0,50,50,50,-5000,-5000,.7,0,.9542896,.9542896,0,-3000,25000,0,0,0,0,0,0,0,0,0,0,0,0
1247,3,3,3,3,0,1,0,5,19,10,0,19,18,10,0,3,3,2,3,7,1,0,1,5,"2020/2/8 6:53","2020/2/8 7:02","F",0,41,1,0,1,3,1,10,20,0,500,500,1.1,0,.9990509,.9990509,0,-1005,7500,0,0,0,0,0,0,1,0,0,0,0,0
1248,1,1,1,1,0,1,1,,20,0,0,20,20,0,0,1,1,2,2,23,1,2,5,13,"2020/2/8 6:58","2020/2/8 7:05","F",0,42,1,1,1,5,0,50,50,50,3500,2500,0,0,.9542896,.9542896,0,-3000,3000,1,1,0,1,1,0,1,0,0,1,0,0
1250,2,2,2,3,0,0,1,,9,5,2,12,11,3,0,4,4,2,3,15,3,0,4,6,"2020/2/8 7:14","2020/2/8 7:23","F",0,43,0,0,1,3,0,10,10,10,1500,1500,.7,.0007333,.9721007,.889205,0,-6000,42500,0,0,0,0,0,0,1,0,0,0,0,0
1251,2,1,1,1,0,0,0,,16,7,3,13,9,11,2,6,6,6,6,17,1,3,1,5,"2020/2/8 7:48","2020/2/8 7:54","F",0,41,1,1,1,4,0,40,20,20,3500,3500,0,0,.9542896,.9721007,1,-3000,17500,0,0,1,0,0,1,0,0,1,0,0,1
1252,1,2,2,2,0,1,0,1,20,15,10,20,20,20,10,5,5,5,5,42,3,0,1,2,"2020/2/8 8:38","2020/2/8 8:47","F",0,41,0,0,1,3,1,0,10,0,500,-5000,.04,0,.5,.5,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0
1253,3,3,3,1,0,1,0,,14,15,13,12,11,10,9,3,3,3,3,14,1,0,1,6,"2020/2/8 8:53","2020/2/8 8:57","F",0,42,1,0,1,3,0,30,40,30,2500,2500,.0007333,0,1.001001,1.001001,0,-3000,7500,0,0,0,0,0,0,0,0,0,0,0,0
1254,3,1,3,1,0,1,0,2,19,15,10,18,17,12,10,2,2,2,2,21,1,2,5,6,"2020/2/8 8:50","2020/2/8 8:59","F",0,44,0,0,1,4,1,20,10,0,1500,2500,.7,.04,.9952725,.9952725,0,-3000,12500,1,0,0,1,0,0,1,0,0,1,0,0
1256,3,2,3,1,0,0,0,,20,15,10,18,15,5,5,2,2,6,3,23,1,2,4,6,"2020/2/8 8:01","2020/2/8 9:02","F",0,44,0,0,1,4,0,30,10,20,4500,3500,1.1,.7,.9990509,.9990509,0,-11500,25000,1,0,0,1,0,0,0,0,1,0,0,0
1257,3,3,3,1,0,1,1,,20,5,1,15,12,5,1,3,2,3,6,29,1,2,4,3,"2020/2/8 9:12","2020/2/8 9:18","F",0,43,0,0,1,4,0,50,10,10,2500,1500,.2666667,0,.9990509,.9990509,0,-1005,12500,0,0,0,1,0,0,0,0,0,0,0,1
1258,3,2,2,1,0,1,0,3,3,3,0,0,0,0,0,4,3,4,4,28,3,0,8,1,"2020/2/8 9:24","2020/2/8 9:33","F",0,42,0,0,1,2,1,10,10,0,5000,-500,0,0,.889205,.9990509,1,-1005,12500,0,0,0,0,0,0,0,0,0,0,0,0
1259,3,3,1,3,0,1,0,,20,6,6,6,6,6,6,2,1,2,2,13,3,0,10,2,"2020/2/8 9:56","2020/2/8 10:06","F",0,40,0,0,0,5,0,60,50,20,1500,5000,.2666667,0,.9990509,.9721007,0,-1005,12500,1,0,0,1,1,0,1,0,0,1,0,0
1260,3,3,3,3,0,0,1,3,20,0,0,10,5,3,0,3,3,2,3,1,3,0,6,3,"2020/2/8 10:00","2020/2/8 10:12","F",0,42,0,0,1,3,1,10,10,0,500,500,.7,.2666667,.9868259,.9990509,1,-3000,35000,0,0,0,0,0,0,1,0,0,0,0,0
1261,2,3,3,2,0,1,0,,13,8,6,17,15,11,9,1,1,1,1,34,1,2,6,5,"2020/2/8 10:01","2020/2/8 10:14","F",0,42,1,0,1,4,0,50,60,40,3500,5000,.7,.2666667,.9990509,.9990509,0,-20000,25000,1,1,0,1,1,0,1,1,0,1,1,0
1262,2,2,1,1,0,1,0,5,20,10,0,18,15,0,0,3,3,3,3,12,1,2,1,5,"2020/2/8 10:18","2020/2/8 10:26","F",0,42,0,0,1,4,1,30,20,0,2500,1500,.2666667,0,.9868259,.9721007,0,-11500,7500,0,0,0,0,0,0,0,0,0,0,0,0
1263,1,3,3,3,0,0,0,1,19,14,8,15,9,5,4,4,4,4,4,34,3,0,5,13,"2020/2/8 10:31","2020/2/8 10:40","F",0,45,0,0,1,1,1,10,10,0,-5000,-5000,.7,0,.9990509,.9990509,0,-60000,52500,0,0,0,0,0,0,0,0,0,0,0,0
1264,3,3,3,1,0,1,0,,19,13,7,18,18,15,4,3,2,2,3,28,1,3,3,4,"2020/2/8 11:03","2020/2/8 11:11","F",0,44,0,0,1,4,0,20,50,20,-3500,-4500,1.333333,0,.9990509,.9990509,0,-1005,3000,0,0,0,1,0,0,1,0,0,0,0,0
1265,1,1,2,1,0,1,0,2,19,10,3,17,13,7,1,6,2,6,6,13,1,2,1,5,"2020/2/8 11:10","2020/2/8 11:19","F",0,44,0,0,1,4,1,10,30,0,-500,-500,1.1,0,.9990509,.9990509,0,-47500,52500,0,0,1,1,0,0,0,0,1,0,0,1
1266,3,3,3,3,0,1,0,,20,10,2,6,4,0,0,3,3,3,3,14,1,3,4,5,"2020/2/8 12:04","2020/2/8 12:11","F",0,44,0,0,1,4,0,10,30,10,1500,1500,0,1.333333,.9990509,.9990509,0,-11500,42500,0,0,0,0,0,0,0,0,0,0,0,0
1268,2,1,1,1,0,1,1,,20,10,7,15,14,0,0,2,2,2,2,34,3,0,2,4,"2020/2/8 12:23","2020/2/8 12:37","F",0,41,0,0,1,4,0,50,10,10,500,500,.7,0,.9721007,.9952725,1,-3000,52500,1,0,0,1,0,0,1,0,0,1,0,0
1269,3,3,3,3,0,0,0,5,0,0,0,0,0,0,0,3,3,3,3,14,3,0,9,2,"2020/2/8 12:38","2020/2/8 12:43","F",0,43,1,1,1,3,1,0,0,0,-5000,-5000,0,0,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,3,2,2,3,0,1,0,,16,12,8,18,14,10,5,3,3,4,4,12,3,0,1,1,"2020/2/8 13:08","2020/2/8 13:44","F",0,44,0,0,1,4,0,10,10,10,-500,-500,.7,0,.9990509,.9990509,0,-1005,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1,1,1,1,1,0,0,,20,18,16,13,13,12,13,1,1,1,1,13,1,0,3,6,"2020/2/8 14:03","2020/2/8 14:07","F",0,42,0,0,1,5,0,50,40,40,5000,5000,0,0,1.001001,.9990509,0,-3000,0,1,1,0,1,1,0,1,1,0,1,1,0
1273,2,2,2,3,1,1,1,,19,9,8,18,16,9,5,3,2,2,3,1,3,0,10,5,"2020/2/7 23:21","2020/2/8 14:10","F",0,42,0,0,1,3,0,10,50,50,-2500,-2500,.2666667,0,.9542896,.9721007,1,-3000,12500,0,0,0,1,0,0,1,0,0,0,0,0
1274,2,1,1,1,0,1,0,,19,15,10,6,4,2,1,1,1,3,1,20,3,0,1,5,"2020/2/8 14:20","2020/2/8 14:39","F",0,44,1,1,1,4,0,30,50,50,3500,500,.7,.04,.9721007,.9721007,0,-11500,12500,1,1,0,1,1,0,0,0,0,1,1,0
1275,1,1,1,1,0,1,0,,20,3,1,19,18,17,0,6,6,6,6,12,1,1,1,5,"2020/2/8 14:50","2020/2/8 15:00","F",0,42,0,0,1,5,0,0,30,40,-5000,5000,1.333333,0,.9990509,.9990509,0,-11500,60000,0,0,1,0,0,1,0,0,1,0,0,1
1276,3,3,3,3,0,0,0,5,20,10,3,17,15,10,1,3,1,2,2,12,1,2,3,8,"2020/2/8 15:19","2020/2/8 15:29","F",0,41,0,0,1,3,1,10,20,0,1500,1500,.7,.04,.9542896,.9542896,0,-6000,25000,0,0,0,1,1,0,1,0,0,1,0,0
1278,2,1,1,1,0,1,0,2,17,5,2,12,10,5,2,6,6,6,6,11,3,0,4,4,"2020/2/8 16:29","2020/2/8 16:36","F",0,42,1,1,1,4,1,50,80,0,5000,5000,.2666667,0,.9990509,.9990509,0,-52500,47500,0,0,1,0,0,1,0,0,1,0,0,1
1279,3,3,3,1,0,1,0,,19,16,1,16,15,3,0,3,3,2,3,35,1,1,5,5,"2020/2/8 17:03","2020/2/8 17:15","F",0,41,1,0,1,3,0,10,20,10,-500,-500,1.333333,0,.9990509,.9990509,0,-20000,12500,0,0,0,0,0,0,1,0,0,0,0,0
1280,1,2,2,1,0,1,1,1,18,17,15,19,18,16,14,4,2,6,4,13,3,2,4,1,"2020/2/8 17:12","2020/2/8 17:20","F",0,42,1,1,1,3,1,50,50,0,-500,-500,.7,0,.5,.9990509,1,-1005,0,0,0,0,1,0,0,0,0,1,0,0,0
1281,3,3,2,3,0,1,0,,15,10,0,18,10,2,0,3,2,3,2,27,3,0,2,4,"2020/2/8 17:55","2020/2/8 18:13","F",0,44,1,0,1,3,0,30,20,20,2500,2500,.7,.7,.889205,.6347997,0,-6000,7500,0,0,0,1,0,0,0,0,0,1,0,0
1282,2,1,2,1,1,0,0,2,0,0,0,0,0,0,0,3,3,3,3,15,3,0,3,5,"2020/2/8 20:53","2020/2/8 20:58","F",0,42,0,0,1,3,1,0,50,0,500,5000,.0007333,.0007333,1.001001,1.001001,0,-1005,7500,0,0,0,0,0,0,0,0,0,0,0,0
1283,2,1,2,1,1,0,0,,18,18,14,0,0,0,15,1,1,1,3,1,3,0,10,2,"2020/2/8 20:51","2020/2/8 21:00","F",0,42,1,1,1,5,0,50,40,30,2500,3500,1.333333,1.333333,1.010101,.5,0,-1005,3000,1,1,0,1,1,0,1,1,0,0,0,0
1284,2,1,1,3,0,0,0,,20,10,10,15,13,10,5,6,6,6,6,7,1,2,1,5,"2020/2/8 20:57","2020/2/8 21:04","F",0,41,0,0,1,5,0,30,10,10,5000,5000,.7,0,.6347997,.6347997,0,-6000,7500,0,0,1,0,0,1,0,0,1,0,0,1
1285,2,1,1,1,0,1,0,,20,5,5,18,15,5,5,1,1,1,1,1,1,2,1,5,"2020/2/8 20:59","2020/2/8 21:05","F",0,41,0,0,1,5,0,50,50,50,4500,4500,.7,0,.889205,.889205,0,-3000,7500,1,1,0,1,1,0,1,1,0,1,1,0
1286,2,2,3,3,0,1,1,,20,9,3,19,19,17,3,1,1,1,1,35,3,0,2,5,"2020/2/8 21:04","2020/2/8 21:14","F",0,40,1,0,0,5,0,40,20,20,1500,1500,1.333333,0,1.010101,.9990509,0,-3000,7500,1,1,0,1,1,0,1,1,0,1,1,0
1287,1,2,3,3,0,1,0,3,19,10,5,12,14,11,4,2,2,3,2,13,1,1,1,7,"2020/2/8 21:11","2020/2/8 21:20","F",0,40,0,0,0,4,1,20,30,0,3500,2500,.7,0,.9721007,.9542896,0,-30000,35000,1,0,0,1,0,0,0,0,0,1,0,0
1288,3,3,3,3,0,1,0,,20,9,5,12,10,3,3,3,3,3,3,15,3,0,9,13,"2020/2/8 21:03","2020/2/8 21:22","F",0,43,0,0,1,3,0,10,50,10,500,500,.7,.2666667,.889205,.889205,0,-40000,42500,0,0,0,0,0,0,0,0,0,0,0,0
1289,2,1,1,1,1,1,0,,18,10,3,18,15,5,3,1,1,1,1,40,1,3,1,8,"2020/2/8 21:16","2020/2/8 21:22","F",0,44,1,1,1,5,0,20,50,20,2500,2500,.7,.04,.9990509,.9990509,0,-11500,35000,1,1,0,1,1,0,1,1,0,1,1,0
1290,3,1,3,1,0,0,0,,20,10,0,20,15,3,1,1,1,6,1,2,3,0,7,13,"2020/2/8 21:02","2020/2/8 21:24","F",0,44,1,1,1,5,0,30,30,20,1500,500,.7,.1,.9542896,.9542896,0,-3000,60000,1,1,0,1,1,0,0,0,1,1,1,0
1291,3,3,3,1,0,1,0,,10,5,5,5,1,1,0,3,3,3,3,24,1,2,4,5,"2020/2/8 21:18","2020/2/8 21:25","F",0,43,0,0,1,3,0,50,50,50,2500,500,1.1,0,.6347997,.6347997,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
1292,2,2,2,1,0,0,0,5,19,18,16,16,14,13,12,6,5,6,6,20,1,3,6,4,"2020/2/8 21:31","2020/2/8 21:36","F",0,44,0,0,1,3,1,0,0,0,-5000,-5000,1.333333,1.333333,1.010101,1.010101,0,-1005,0,0,0,1,0,0,0,0,0,1,0,0,1
1293,1,3,3,3,0,1,0,1,15,2,0,15,10,5,0,3,3,3,3,40,1,4,2,5,"2020/2/8 21:28","2020/2/8 21:37","F",0,44,0,0,1,2,1,10,10,0,2500,500,.2666667,0,.9721007,.9990509,1,-6000,12500,0,0,0,0,0,0,0,0,0,0,0,0
1294,3,1,2,1,1,1,0,2,19,10,10,15,15,15,10,1,2,6,2,27,1,2,4,5,"2020/2/8 21:54","2020/2/8 22:00","F",0,43,0,0,1,5,1,50,10,0,5000,5000,1.1,1.1,.9990509,.9990509,0,-11500,17500,1,1,0,1,0,0,0,0,1,1,0,0
1295,2,2,2,2,0,1,0,3,19,18,17,16,15,14,13,3,3,2,2,26,3,0,1,3,"2020/2/8 22:03","2020/2/8 22:09","F",0,44,1,1,1,4,1,20,30,0,1500,500,0,0,.9952725,1.010101,1,-6000,17500,0,0,0,0,0,0,1,0,0,1,0,0
1296,3,2,2,3,1,1,0,,20,3,3,16,16,3,3,3,3,3,3,29,1,1,1,6,"2020/2/8 22:07","2020/2/8 22:13","F",0,41,0,0,1,4,0,30,30,30,2500,2500,1.333333,0,.9990509,.9990509,0,-11500,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,1,2,2,1,0,1,0,,20,15,10,15,12,10,5,3,2,2,2,38,3,0,7,13,"2020/2/8 22:05","2020/2/8 22:13","F",0,42,1,0,1,3,0,20,30,20,-5000,-5000,.7,.7,.6347997,.889205,1,-11500,12500,0,0,0,1,0,0,1,0,0,1,0,0
1299,1,1,1,1,0,1,0,,20,15,5,18,15,5,5,6,4,4,6,13,1,1,1,6,"2020/2/8 22:16","2020/2/8 22:23","F",0,43,0,0,1,3,0,20,70,20,2500,2500,.7,.2666667,.889205,.889205,0,-1005,17500,0,0,1,0,0,0,0,0,0,0,0,1
1302,1,1,3,1,0,1,0,,20,10,5,19,10,7,4,4,1,2,2,40,1,2,1,8,"2020/2/8 22:28","2020/2/8 22:55","F",0,42,1,0,1,5,0,50,40,20,1500,3500,.7,.04,.9542896,.9542896,0,-11500,17500,0,0,0,1,1,0,1,0,0,1,0,0
1303,2,2,2,3,0,1,0,,15,10,8,10,9,7,5,3,2,3,3,33,3,0,7,4,"2020/2/8 21:01","2020/2/8 23:00","F",0,40,0,0,0,4,0,50,40,40,1500,2500,0,.0007333,1.001001,.9990509,0,-52500,52500,0,0,0,1,0,0,0,0,0,0,0,0
1304,2,1,1,3,0,1,0,,20,10,1,8,6,3,0,3,2,2,2,11,1,3,6,4,"2020/2/8 22:55","2020/2/8 23:11","F",0,41,1,1,1,4,0,30,70,10,5000,500,1.1,0,.9990509,.9990509,0,-52500,35000,0,0,0,1,0,0,1,0,0,1,0,0
1305,2,2,2,1,0,0,0,,20,5,5,15,10,5,0,3,3,3,3,23,1,2,3,4,"2020/2/8 23:05","2020/2/8 23:14","F",0,43,1,0,1,3,0,50,50,50,500,500,.7,.04,.889205,.6347997,0,-1005,3000,0,0,0,0,0,0,0,0,0,0,0,0
1306,3,3,3,1,0,0,0,,20,5,2,16,10,5,2,2,1,2,2,4,1,2,4,6,"2020/2/8 23:16","2020/2/8 23:24","F",0,43,0,0,1,5,0,50,50,50,5000,5000,.7,.04,.9990509,.9990509,0,-20000,35000,1,0,0,1,1,0,1,0,0,1,0,0
1307,3,2,3,3,0,0,0,,12,8,5,15,10,0,0,3,2,3,3,13,3,0,4,4,"2020/2/8 23:24","2020/2/8 23:32","F",0,44,1,1,1,3,0,30,30,20,500,500,.7,.04,.9868259,.9990509,1,-1005,7500,0,0,0,1,0,0,0,0,0,0,0,0
1308,3,3,3,3,0,1,1,,19,13,10,19,15,14,5,2,1,2,2,22,3,0,4,13,"2020/2/8 23:29","2020/2/8 23:38","F",0,40,0,0,0,4,0,30,50,30,4500,5000,.7,.2666667,.889205,.6347997,0,-6000,12500,1,0,0,1,1,0,1,0,0,1,0,0
1309,3,2,2,1,0,0,0,5,17,10,5,13,10,3,2,2,2,2,2,12,3,0,1,4,"2020/2/8 23:47","2020/2/8 23:58","F",0,44,0,0,1,4,1,10,30,0,500,500,.7,0,.889205,.889205,0,-3000,25000,1,0,0,1,0,0,1,0,0,1,0,0
1310,2,2,2,3,0,0,0,5,20,10,10,20,20,16,2,4,3,2,3,11,1,2,3,5,"2020/2/9 0:29","2020/2/9 0:33","F",0,43,0,0,1,2,1,0,0,0,-5000,-5000,1.333333,0,.6347997,.6347997,0,-3000,7500,0,0,0,0,0,0,1,0,0,0,0,0
1311,3,2,3,3,0,1,0,,19,4,3,18,16,10,0,3,2,2,2,2,1,0,2,3,"2020/2/9 1:33","2020/2/9 1:52","F",0,40,0,0,0,4,0,60,50,50,2500,3500,.7,0,.9990509,.9990509,0,-11500,25000,0,0,0,1,0,0,1,0,0,1,0,0
1312,2,3,2,2,0,0,0,,19,2,0,19,12,2,1,5,5,3,5,4,3,0,6,2,"2020/2/9 5:57","2020/2/9 6:08","F",0,41,0,0,1,4,0,0,40,20,-5000,-5000,.7,0,.9990509,.889205,0,-40000,17500,0,0,0,0,0,0,0,0,0,0,0,0
1313,2,1,1,1,0,0,0,,19,10,3,18,17,15,3,6,1,2,2,13,3,0,1,5,"2020/2/9 6:09","2020/2/9 6:15","F",0,42,1,0,1,4,0,50,50,30,500,500,1.1,.1,.9990509,.9990509,0,-3000,7500,0,0,1,1,1,0,1,0,0,1,0,0
1314,2,2,2,1,0,0,0,,0,0,0,0,0,0,0,6,6,6,6,14,3,0,5,2,"2020/2/9 6:49","2020/2/9 6:54","F",0,41,0,0,1,3,0,30,30,30,-5000,-5000,0,0,.5,.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1315,2,1,2,1,0,1,0,,20,5,1,10,7,1,1,6,2,6,6,11,1,2,3,9,"2020/2/9 8:49","2020/2/9 8:59","F",0,44,0,0,1,2,0,10,50,10,-2500,500,.7,0,.9990509,.9990509,0,-47500,47500,0,0,1,1,0,0,0,0,1,0,0,1
1316,2,1,1,1,0,1,0,,18,13,0,13,14,11,0,6,6,6,6,13,3,0,4,5,"2020/2/7 22:05","2020/2/9 9:12","F",0,42,1,1,1,4,0,50,30,30,1500,1500,.04,.7,.9990509,.9990509,0,-1005,7500,0,0,1,0,0,1,0,0,1,0,0,1
1317,2,2,2,1,0,0,0,5,10,0,0,0,0,0,0,5,5,4,5,28,1,0,9,1,"2020/2/9 9:44","2020/2/9 9:50","F",0,41,0,0,1,3,1,20,10,0,-2500,-4500,.1,0,.6347997,.6347997,0,-11500,7500,0,0,0,0,0,0,0,0,0,0,0,0
1318,2,1,1,1,0,1,0,2,20,5,0,12,12,7,0,2,2,2,2,27,1,0,1,5,"2020/2/9 9:52","2020/2/9 10:02","F",0,44,0,0,1,5,1,10,10,0,1500,1500,.7,.04,.9952725,.9990509,1,-3000,25000,1,0,0,1,0,0,1,0,0,1,0,0
1319,2,2,2,2,0,1,0,,19,7,6,17,16,12,6,3,2,4,2,13,1,2,4,4,"2020/2/9 10:31","2020/2/9 10:37","F",0,40,1,0,0,4,0,20,20,20,5000,5000,.0007333,.0007333,1.010101,1.010101,0,-1005,12500,0,0,0,1,0,0,0,0,0,1,0,0
1320,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,13,3,0,1,13,"2020/2/9 10:57","2020/2/9 11:01","F",0,43,1,1,1,1,1,0,20,0,2500,2500,0,0,1.001001,1.001001,0,-6000,12500,0,0,0,0,0,0,0,0,0,0,0,0
1321,3,3,3,3,0,1,1,,20,5,5,16,15,10,5,2,3,2,2,27,1,0,5,5,"2020/2/9 11:31","2020/2/9 11:41","F",0,42,0,0,1,4,0,40,50,50,5000,5000,1.333333,0,1.010101,1.010101,0,-3000,7500,1,0,0,0,0,0,1,0,0,1,0,0
1322,3,2,3,3,0,1,0,5,10,0,0,0,0,0,0,3,3,3,3,11,2,0,9,4,"2020/2/7 20:34","2020/2/7 20:41","E",0,57,0,0,0,3,1,10,10,0,-500,-500,.7,0,.889205,.889205,0,-47500,47500,0,0,0,0,0,0,0,0,0,0,0,0
1323,2,2,2,3,0,0,0,3,0,0,0,3,2,0,0,3,3,3,3,11,3,0,3,5,"2020/2/7 20:38","2020/2/7 20:43","E",0,55,1,1,0,3,1,70,70,0,5000,5000,0,0,.5,.5,0,-60000,47500,0,0,0,0,0,0,0,0,0,0,0,0
1324,2,2,1,2,0,1,0,,18,13,11,17,15,12,11,2,1,2,2,14,1,1,4,10,"2020/2/7 20:38","2020/2/7 20:46","E",0,60,1,1,0,5,0,30,20,30,5000,5000,.7,.1,.9868259,.9952725,1,-60000,60000,1,0,0,1,1,0,1,0,0,1,0,0
1328,1,2,3,3,0,1,0,1,20,8,0,10,8,2,1,2,2,6,3,12,1,0,5,4,"2020/2/7 20:39","2020/2/7 20:52","E",0,58,0,0,0,4,1,50,70,0,2500,500,.7,0,.9990509,.9868259,0,-1005,7500,1,0,0,1,0,0,0,0,1,0,0,0
1329,2,2,2,3,0,1,0,2,20,11,9,18,16,9,0,2,2,2,2,12,1,2,2,8,"2020/2/7 20:33","2020/2/7 20:52","E",0,59,1,1,0,5,1,10,30,0,500,500,.7,0,.9990509,.9990509,0,-3000,60000,1,0,0,1,0,0,1,0,0,1,0,0
1330,2,1,1,2,1,1,0,,20,15,10,20,18,15,10,1,1,1,1,20,2,2,4,4,"2020/2/7 20:43","2020/2/7 20:53","E",0,59,1,1,0,5,0,10,50,20,5000,5000,.1,.7,.9990509,.9990509,0,-20000,25000,1,1,0,1,1,0,1,1,0,1,1,0
1333,2,2,2,2,0,1,0,,20,16,15,16,15,13,9,4,4,4,4,11,1,3,3,13,"2020/2/7 20:47","2020/2/7 20:55","E",0,60,0,0,0,3,0,30,40,40,1500,1500,1.333333,0,.889205,.889205,0,-3000,7500,0,0,0,0,0,0,0,0,0,0,0,0
1334,3,3,3,1,0,0,0,,20,1,1,10,10,9,1,3,3,3,3,12,1,1,5,3,"2020/2/7 20:40","2020/2/7 20:56","E",0,56,0,0,0,3,0,50,50,50,2500,2500,1.333333,0,.9990509,.9990509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,3,1,1,3,0,1,0,1,20,10,10,20,20,10,10,5,1,5,5,14,1,1,3,5,"2020/2/7 20:51","2020/2/7 20:57","E",1,56,1,0,0,4,1,10,30,0,1500,500,1.333333,0,.889205,.9868259,1,-1005,7500,0,0,0,1,1,0,0,0,0,0,0,0
1336,3,3,3,3,0,0,0,3,20,18,18,19,18,16,10,3,3,3,3,38,3,0,9,5,"2020/2/7 20:44","2020/2/7 21:00","E",0,59,0,0,0,3,1,10,30,0,500,500,.7,.7,.9542896,.9542896,0,-11500,12500,0,0,0,0,0,0,0,0,0,0,0,0
1337,1,2,2,3,0,1,0,1,18,11,9,17,12,10,8,3,3,4,3,26,1,2,4,7,"2020/2/7 20:53","2020/2/7 21:04","E",0,57,1,1,0,4,1,50,20,0,3500,-500,.2666667,0,.9990509,.9990509,0,-30000,12500,0,0,0,0,0,0,0,0,0,0,0,0
1338,3,3,3,3,0,0,1,5,20,15,10,15,10,10,10,2,2,2,2,27,1,2,4,6,"2020/2/7 20:53","2020/2/7 21:04","E",0,56,1,1,0,4,1,10,40,0,5000,5000,.7,0,.889205,.889205,0,-3000,3000,1,0,0,1,0,0,1,0,0,1,0,0
